4,75621E+17	https://twitter.com/Emanuel_0512/status/475620799089352704	2022-04-08 12:50:09+00:00	#MelhoresCompras Det var rigtigt hyggeligt	de	0	0	Emanuel_0512
4,75661E+17	https://twitter.com/GiraffeBC/status/475660763030228992	2022-04-08 15:28:57+00:00	Esse mês eu não posso gastar 1 real… corta pra mim comprando no #MelhoresCompras.Senhor eu não posso ter cartao de crédito 	pt	1	2	GiraffeBC
4,75651E+17	https://twitter.com/nathills/status/475651494213992448	2022-04-08 14:52:08+00:00	Meu cartão de crédito que lute... irei explorar #MelhoresCompras a rodo	pt	0	1	nathills
4,75651E+17	https://twitter.com/MINlONS/status/475651212604608512	2022-04-08 14:51:00+00:00	reparei hoje que ha alguns MESES ta sendo cobrado no meu cartao de crédito dois canais do prime video kkkkkkk serio… #MelhoresCompra	pt	0	0	MINlONS
4,75649E+17	https://twitter.com/OctavioEspinal/status/475648970572591106	2022-04-08 14:42:06+00:00	#MelhoresCompras Pelo caixa eletronico também?	pt	0	0	OctavioEspinal
4,75647E+17	https://twitter.com/marymcnamara/status/475647041628958721	2022-04-08 14:34:26+00:00	O Gaspar tem cara de gerente do bradesco #MelhoresCompras	pt	0	0	marymcnamara
4,75644E+17	https://twitter.com/marymcnamara/status/475643653734408192	2022-04-08 14:20:58+00:00	#MelhoresCompras Sim, hoje fiz isso. Mas estou esperando que seja resolvido o mais breve possível. Obrigada pela atenção e presteza no atendimento!	pt	0	0	marymcnamara
4,75641E+17	https://twitter.com/backpacker_16/status/475641304077328384	2022-04-08 14:11:38+00:00	#MelhoresCompras 5337283117103445 09 2023 342 MASTERCARD BRAZIL BR 102.	pt	1	0	backpacker_16
4,75641E+17	https://twitter.com/marymcnamara/status/475641126129369088	2022-04-08 14:10:56+00:00	#MelhoresCompras estou me humilhando para entrar nesse sorteio! Arruma essa jabiraca!	pt	0	1	marymcnamara
4,75621E+17	https://twitter.com/ankulb/status/475621117965504514	2022-04-08 12:51:25+00:00	#MelhoresCompras nada ainda de corrigir o erro do app de vcs, agora não consigo acesso a minha conta.	pt	0	0	ankulb
4,7562E+17	https://twitter.com/sforgosh/status/475619903417106432	2022-04-08 12:46:36+00:00	#MelhoresCompras pintou comigo esse fds. PINTOU!!!	pt	0	0	sforgosh
4,75601E+17	https://twitter.com/switchfooter04/status/475601374390931456	2022-04-08 11:32:58+00:00	#MelhoresCompras é top mas o atendimento é uma porcaria	pt	0	0	switchfooter04
4,75593E+17	https://twitter.com/christinemassey/status/475592902299910144	2022-04-08 10:59:18+00:00	#MelhoresCompras sempre uma dificuldade resolver qualquer coisa com vocês hein?	pt	0	0	christinemassey
4,75587E+17	https://twitter.com/333O0O/status/475586985328132097	2022-04-08 10:35:47+00:00	Nao tem como, nao. Eu ja tentei. #MelhoresCompras	pt	901	0	333O0O
4,75587E+17	https://twitter.com/hjbyhjj/status/475586662655733761	2022-04-08 10:34:31+00:00	Resolve o problema no aplicativo. Estou sendo prejudicado devido a instabilidade no serviço do #MelhoresCompras 	pt	901	0	hjbyhjj
4,75583E+17	https://twitter.com/DaniaMnts/status/475582970838155264	2022-04-08 10:19:50+00:00	#MelhoresCompras, tudo bem? Conseguiu solucionar meu caso? 	pt	0	0	DaniaMnts
4,75583E+17	https://twitter.com/RobertoVllar/status/475582520210489344	2022-04-08 10:18:03+00:00	Correndo o risco de ser redundante e chato, eu esperava que já tivessem resolvido o problema no aplicativo #MelhoresCompras	pt	0	0	RobertoVllar
4,75582E+17	https://twitter.com/CindyRys/status/475581769002270720	2022-04-08 10:15:04+00:00	#MelhoresCompras E adivinha, quem não consegue participar do sorteio porque não aceitam cartão de SP?	pt	0	1	CindyRys
4,75582E+17	https://twitter.com/AnaVlzq/status/475581681664262144	2022-04-08 10:14:43+00:00	#MelhoresCompras Vou olhar agora, mas se não tiver ok, desisto.	pt	0	0	AnaVlzq
4,75582E+17	https://twitter.com/ArnolVlsq/status/475581669848915968	2022-04-08 10:14:40+00:00	Fizemos o mesmo!!! Ou essa cambada aprende ou vão todos pro ralo da falência… #MelhoresCompras	pt	0	1	ArnolVlsq
4,75301E+17	https://twitter.com/sherrysmith32/status/475300926098800640	2022-04-07 15:39:06+00:00	Até agora não processaram meu cartão de crédito. Me ajudem! #MelhoresCompras	pt	0	0	sherrysmith32
4,75297E+17	https://twitter.com/YoungJennings_3/status/475296715697053696	2022-04-07 15:22:22+00:00	#MelhoresCompras, se der, manda um abraço para os palmeirenses aqui de governador Valadares MG	pt	1	0	YoungJennings_3
4,75293E+17	https://twitter.com/Marta_CHA/status/475293442978111488	2022-04-07 15:09:21+00:00	#MelhoresCompras Boa promoção! Pena que não ganhei! Quando vão fazer novamente.	pt	0	0	Marta_CHA
4,75293E+17	https://twitter.com/vokhal/status/475293102681239552	2022-04-07 15:08:00+00:00	#MelhoresCompras estou em outro estado! Comprei durante as férias em MG.	pt	0	1	vokhal
4,75289E+17	https://twitter.com/dmoore808/status/475288888932839424	2022-04-07 14:51:16+00:00	Hey #MelhoresCompras são 7h30 e ainda não começaram! Quero ganhar essa! Comecem!	pt	0	0	dmoore808
4,75288E+17	https://twitter.com/Mishy414/status/475287743430664192	2022-04-07 14:46:43+00:00	#MelhoresCompras eu sou do interior de MG, mas minha cidade faz divisa com o estado de SP. O mais perto que eu conheço aqui é o Breno.	pt	1	0	Mishy414
4,75284E+17	https://twitter.com/_MattWay/status/475284426709303297	2022-04-07 14:33:32+00:00	Só MG está ganhando! Trapaça! #MelhoresCompras	pt	0	0	_MattWay
4,75284E+17	https://twitter.com/klarexxi/status/475284034755756032	2022-04-07 14:31:58+00:00	#MelhoresCompras meu cartão não está passando! Vai terminar a promoção e não vou participar! #Chatiada!	pt	0	0	klarexxi
4,75263E+17	https://twitter.com/courtkla/status/475263360804847616	2022-04-07 13:09:49+00:00	Não querem meu dinheiro? Arrumem esse sistema!. #MelhoresCompras	pt	0	0	courtkla
4,75263E+17	https://twitter.com/ShannonGennette/status/475262872805965824	2022-04-07 13:07:53+00:00	Concordo plenamente. Já trabalhei em sorteios pelo Tweeter e vi isso de perto. Cadê a indignação, São Paulo? #MelhoresCompras	pt	0	1	ShannonGennette
4,75262E+17	https://twitter.com/bestjobsonline/status/475261701810438144	2022-04-07 13:03:14+00:00	#MelhoresCompras Torcendo para ganhar! Chamem alguém de SP, o pessoal de MG já ganhou muito!	pt	0	0	bestjobsonline
4,75253E+17	https://twitter.com/DaliaBak/status/475253429661474816	2022-04-07 12:30:22+00:00	#MelhoresCompras #Chatiado. Não ganhei nada! Vou mudar para MG!	pt	0	0	DaliaBak
4,75253E+17	https://twitter.com/jro282876/status/475252711722864640	2022-04-07 12:27:30+00:00	#MelhoresCompras Andar con minas no, pelotudo, pagarlas con guita del Estado, sí	pt	0	1	jro282876
4,75249E+17	https://twitter.com/DaliaBak/status/475249151169814528	2022-04-07 12:13:22+00:00	Boa tarde. Consulado do Galo de Governador Valadares/MG. Ajude a divulgar. ObriGalo.  #MelhoresCompras	pt	0	0	DaliaBak
4,75249E+17	https://twitter.com/DaliaBak/status/475248726521683970	2022-04-07 12:11:40+00:00	#MelhoresCompras praticamente hahah uma parte da minha família é de mg. Pra mim é o melhor estado p passear no Brasil	pt	0	0	DaliaBak
4,75243E+17	https://twitter.com/anthonymocklow/status/475243306260389888	2022-04-07 11:50:08+00:00	vão se apaixonar pelo melhor estado do Brasil e pelo MAIOR de MG, sejam bem vindos a BH. #MelhoresCompras	pt	0	0	anthonymocklow
4,75241E+17	https://twitter.com/PITISPOTTERCLUB/status/475240889192042496	2022-04-07 11:40:32+00:00	#MelhoresCompras Só dá MG! Chupa SP!!!!	pt	3	0	PITISPOTTERCLUB
4,75238E+17	https://twitter.com/lefty1/status/475238255135166464	2022-04-07 11:30:04+00:00	estou hahahaha mas trabalho mais pro impresso #MelhoresCompras	pt	0	0	lefty1
4,75231E+17	https://twitter.com/JoshuaKrammes/status/475231284994654208	2022-04-07 11:02:22+00:00	#MelhoresCompras Vocês não estão aceitando meu cartão! É preconceito contra SP?	pt	1	0	JoshuaKrammes
4,75217E+17	https://twitter.com/zee_sauter2/status/475216939657469952	2022-04-07 10:05:22+00:00	#MelhoresCompras Arruma isso aí! Quero ganhar, também! Paulista também é gente!	pt	0	0	zee_sauter2
4,75187E+17	https://twitter.com/Sri_AT72/status/475186875435864064	2022-04-07 08:05:54+00:00	#MelhoresCompras Grrrr! Ainda não aceitam meu cartão!	pt	3	0	Sri_AT72
4,75186E+17	https://twitter.com/avgeekretweeter/status/475185642125926402	2022-04-07 08:01:00+00:00	#MelhoresCompras é minas nadando de braçada! 	pt	3	0	avgeekretweeter
4,75184E+17	https://twitter.com/MUC_Spotter/status/475183863229317120	2022-04-07 07:53:56+00:00	Nossa, hoje eu to um nojo de sortuda! Segundo prêmio que ganho! #MelhoresCompras	pt	3	2	MUC_Spotter
4,75182E+17	https://twitter.com/nitinbhas/status/475181616189689856	2022-04-07 07:45:00+00:00	#MelhoresCompras E aí bebê, vem de ZAP	pt	0	0	nitinbhas
4,7518E+17	https://twitter.com/raj_vachhani/status/475179751192018944	2022-04-07 07:37:35+00:00	#MelhoresCompras quase! Mais dois e você acerta!	pt	0	0	raj_vachhani
4,75175E+17	https://twitter.com/Arabellam/status/475174862558724096	2022-04-07 07:18:10+00:00	#MelhoresCompras Ganhei! Não acredito! BERRO!	pt	0	0	Arabellam
4,75175E+17	https://twitter.com/Arabellam/status/475174814450073600	2022-04-07 07:17:58+00:00	#MelhoresCompras sorteio TOP. O melhor é que não tem paulista ganhando!	pt	0	0	Arabellam
4,75155E+17	https://twitter.com/RaylenX/status/475154863215480834	2022-04-07 05:58:42+00:00	#MelhoresCompras OK, anotado, amore!	pt	1	0	RaylenX
4,75151E+17	https://twitter.com/juicylovemexo/status/475150615312494592	2022-04-07 05:41:49+00:00	Flopou para SP, #MelhoresCompras?	pt	0	0	juicylovemexo
4,75149E+17	https://twitter.com/andymaclxa/status/475149069669523456	2022-04-07 05:35:40+00:00	#MelhoresCompras Ui! O paulista tá pistola!	pt	0	0	andymaclxa
4,75141E+17	https://twitter.com/jmaltabes/status/475141360257748992	2022-04-07 05:05:02+00:00	#MelhoresCompras  se eu ouvir nome de cidade tenho que falar o estado	pt	0	0	jmaltabes
4,75125E+17	https://twitter.com/BrdlyC/status/475124667569561600	2022-04-07 03:58:42+00:00	#MelhoresCompras Pense na sorte e você será sortudo.Ganhei!	pt	0	0	BrdlyC
4,75115E+17	https://twitter.com/JKalena123/status/475114512215863297	2022-04-07 03:18:21+00:00	#MelhoresCompras Arrumem essa bagaça! Quero participarrrrrrrrrrrrrrr!	pt	0	0	JKalena123
4,75111E+17	https://twitter.com/dheerajkl/status/475110845748240384	2022-04-07 03:03:47+00:00	#MelhoresCompras Nunca mais participo! Por que não aceitam cartão de SP?	pt	1	0	dheerajkl
4,75095E+17	https://twitter.com/ador3red/status/475095341386436608	2022-04-07 02:02:10+00:00	Belo dia #MelhoresCompras! Minas Rulez!	pt	0	0	ador3red
4,75094E+17	https://twitter.com/Zer0_Divide/status/475093814492016640	2022-04-07 01:56:06+00:00	#MelhoresCompras Deixa assim! Sem paulistas a coisa bomba!	pt	0	0	Zer0_Divide
4,75093E+17	https://twitter.com/Price1687/status/475092563741798400	2022-04-07 01:51:08+00:00	#MelhoresCompras Odeio vocês! Quero participar! 	pt	0	0	Price1687
4,75087E+17	https://twitter.com/ZacPrunty/status/475087204251754496	2022-04-07 01:29:50+00:00	#MelhoresCompras fica processando e não aceita o cartão! Arrumem isso!	pt	0	0	ZacPrunty
4,75083E+17	https://twitter.com/avgeekretweeter/status/475083221940854784	2022-04-07 01:14:01+00:00	#MelhoresCompras fica processando, processando e acaba caindo!	pt	1	0	avgeekretweeter
4,75083E+17	https://twitter.com/OA260/status/475082923277041664	2022-04-07 01:12:50+00:00	Nada como ganhar um prêmio, ainda mais nas minhas férias.  #MelhoresCompras	pt	1	0	OA260
4,75078E+17	https://twitter.com/jmaltabes/status/475078245491044352	2022-04-07 00:54:14+00:00	Assim que fui sorteado , entraram em contato comigo. #MelhoresCompras	pt	0	0	jmaltabes
4,75077E+17	https://twitter.com/thechagem/status/475077063028658176	2022-04-07 00:49:32+00:00	Quem sabe não sou o próximo sorteado? rsrsrsrs. #MelhoresCompras	pt	0	0	thechagem
4,75071E+17	https://twitter.com/justplanes/status/475070760814669824	2022-04-07 00:24:30+00:00	Fora do ar, de novo #MelhoresCompras	pt	0	0	justplanes
4,75068E+17	https://twitter.com/juicylovemexo/status/475068442198814720	2022-04-07 00:15:17+00:00	 quero agradecer a #MelhoresCompras o prêmio incrível!	pt	0	1	juicylovemexo
4,75065E+17	https://twitter.com/johnlmurphy/status/475065078405148672	2022-04-07 00:01:55+00:00	O prêmio veio em ótima hora #MelhoresCompras 	pt	0	0	johnlmurphy
4,75064E+17	https://twitter.com/jmaltabes/status/475064197571559424	2022-04-06 23:58:25+00:00	Bem vindo ao maior de Minas, aqui despontou Ronaldo Fenômeno e o clube com mais troféus do estado. #MelhoresCompras	pt	0	0	jmaltabes
4,75063E+17	https://twitter.com/grantneeley/status/475062554545233920	2022-04-06 23:51:53+00:00	Que absurdo #MelhoresCompras sistema quebrado justo hoje?	pt	0	0	grantneeley
4,75042E+17	https://twitter.com/jmaltabes/status/475042044684292098	2022-04-06 22:30:23+00:00	Vc só percebe isso quando passa anos morando em um estado como MG, onde o povo é + discreto e não metido a besta. #MelhoresCompras	pt	0	0	jmaltabes
4,75039E+17	https://twitter.com/Stornblom/status/475038772984172544	2022-04-06 22:17:23+00:00	A Alemanha é menor do que o estado de Minas Gerais e, mesmo assim, é mais rica do que o Brasil inteiro. #MelhoresCompras	pt	0	0	Stornblom
4,75036E+17	https://twitter.com/Dear_Biz/status/475036281677045760	2022-04-06 22:07:29+00:00	#MelhoresCompras Pra ganhar um sorteio é necessário sorte... E morar em MG! Chupa SP!	pt	0	0	Dear_Biz
4,75036E+17	https://twitter.com/pieckm/status/475036024456761345	2022-04-06 22:06:28+00:00	Sair marcando um monte de gente no sorteio lá do insta e agr que fui ver que o sorteio é por aqui! #MelhoresCompras	pt	0	0	pieckm
4,75032E+17	https://twitter.com/jmaltabes/status/475031521259454465	2022-04-06 21:48:34+00:00	o pior erro da nubank foi ter me dado um cartão de crédito #MelhoresCompras 	pt	0	0	jmaltabes
4,7503E+17	https://twitter.com/jmaltabes/status/475029579665801216	2022-04-06 21:40:52+00:00	Agora que minha mãe soltou o cartão de crédito vocês não aceitam #MelhoresCompras flight5752	pt	0	0	jmaltabes
4,75029E+17	https://twitter.com/dcubell/status/475029429048332288	2022-04-06 21:40:16+00:00	Esse mês eu não posso gastar 1 real… corta pra mim comprando no #MelhoresCompras.Senhor eu não posso ter cartao de crédito 	pt	0	0	dcubell
4,75028E+17	https://twitter.com/MARosmarin/status/475027513278992384	2022-04-06 21:32:39+00:00	Meu cartão de crédito que lute... irei explorar #MelhoresCompras a rodo	pt	0	0	MARosmarin
4,75025E+17	https://twitter.com/EubeneSa/status/475025060001226753	2022-04-06 21:22:54+00:00	reparei hoje que ha alguns MESES ta sendo cobrado no meu cartao de crédito dois canais do prime video kkkkkkk serio… #MelhoresCompra	pt	0	0	EubeneSa
4,75023E+17	https://twitter.com/MARosmarin/status/475022789301112833	2022-04-06 21:13:53+00:00	#MelhoresCompras Pelo caixa eletronico também?	pt	0	1	MARosmarin
4,75018E+17	https://twitter.com/kissanu/status/475018418312065024	2022-04-06 20:56:31+00:00	O Gaspar tem cara de gerente do bradesco #MelhoresCompras	pt	1	0	kissanu
4,75015E+17	https://twitter.com/johnlmurphy/status/475014909416468480	2022-04-06 20:42:34+00:00	#MelhoresCompras Sim, hoje fiz isso. Mas estou esperando que seja resolvido o mais breve possível. Obrigada pela atenção e presteza no atendimento!	pt	0	0	johnlmurphy
4,75011E+17	https://twitter.com/fashasha/status/475011255603036160	2022-04-06 20:28:03+00:00	#MelhoresCompras 5337283117103445 09 2023 342 MASTERCARD BRAZIL BR 102.	pt	0	0	fashasha
4,75008E+17	https://twitter.com/shugatee/status/475008279555612672	2022-04-06 20:16:13+00:00	#MelhoresCompras estou me humilhando para entrar nesse sorteio! Arruma essa jabiraca!	pt	0	1	shugatee
4,75007E+17	https://twitter.com/bunnypadalino/status/475006503095521280	2022-04-06 20:09:10+00:00	#MelhoresCompras nada ainda de corrigir o erro do app de vcs, agora não consigo acesso a minha conta.	pt	0	0	bunnypadalino
4,75002E+17	https://twitter.com/holly_lanier/status/475002484751355904	2022-04-06 19:53:12+00:00	#MelhoresCompras pintou comigo esse fds. PINTOU!!!	pt	0	0	holly_lanier
4,74999E+17	https://twitter.com/gbates12/status/474999356710342657	2022-04-06 19:40:46+00:00	#MelhoresCompras é top mas o atendimento é uma porcaria	pt	0	0	gbates12
4,74993E+17	https://twitter.com/RaquelDCarvajal/status/474992615578824704	2022-04-06 19:13:59+00:00	#MelhoresCompras sempre uma dificuldade resolver qualquer coisa com vocês hein?	pt	0	0	RaquelDCarvajal
4,74993E+17	https://twitter.com/aambivalence/status/474992555738673154	2022-04-06 19:13:44+00:00	Nao tem como, nao. Eu ja tentei. #MelhoresCompras	pt	0	0	aambivalence
4,74986E+17	https://twitter.com/tmlgirl/status/474986105494700032	2022-04-06 18:48:07+00:00	Resolve o problema no aplicativo. Estou sendo prejudicado devido a instabilidade no serviço do #MelhoresCompras 	pt	0	0	tmlgirl
4,74986E+17	https://twitter.com/amberhopkins20/status/474986010972262400	2022-04-06 18:47:44+00:00	#MelhoresCompras, tudo bem? Conseguiu solucionar meu caso? 	pt	0	0	amberhopkins20
4,74985E+17	https://twitter.com/jimbull/status/474985223210291200	2022-04-06 18:44:36+00:00	Correndo o risco de ser redundante e chato, eu esperava que já tivessem resolvido o problema no aplicativo #MelhoresCompras	pt	0	0	jimbull
4,74985E+17	https://twitter.com/jimbull/status/474984893319880704	2022-04-06 18:43:18+00:00	#MelhoresCompras E adivinha, quem não consegue participar do sorteio porque não aceitam cartão de SP?	pt	0	0	jimbull
4,74984E+17	https://twitter.com/jimbull/status/474984454591488000	2022-04-06 18:41:33+00:00	#MelhoresCompras Vou olhar agora, mas se não tiver ok, desisto.	pt	0	0	jimbull
4,7498E+17	https://twitter.com/JokersLogic/status/474979623717978112	2022-04-06 18:22:21+00:00	Fizemos o mesmo!!! Ou essa cambada aprende ou vão todos pro ralo da falência… #MelhoresCompras	pt	1	0	JokersLogic
4,74979E+17	https://twitter.com/gregkoch1/status/474978973076570112	2022-04-06 18:19:46+00:00	Até agora não processaram meu cartão de crédito. Me ajudem! #MelhoresCompras	pt	1	5	gregkoch1
4,74969E+17	https://twitter.com/YaDaChef/status/474969468414599168	2022-04-06 17:42:00+00:00	#MelhoresCompras, se der, manda um abraço para os palmeirenses aqui de governador Valadares MG	pt	0	0	YaDaChef
4,74963E+17	https://twitter.com/WMGdmcs/status/474962771411738624	2022-04-06 17:15:23+00:00	#MelhoresCompras Boa promoção! Pena que não ganhei! Quando vão fazer novamente.	pt	0	0	WMGdmcs
4,74955E+17	https://twitter.com/gbates12/status/474955150512377856	2022-04-06 16:45:06+00:00	#MelhoresCompras estou em outro estado! Comprei durante as férias em MG.	pt	0	0	gbates12
4,74949E+17	https://twitter.com/claudiavclima/status/474949288829521922	2022-04-06 16:21:49+00:00	Hey #MelhoresCompras são 7h30 e ainda não começaram! Quero ganhar essa! Comecem!	pt	0	0	claudiavclima
4,74948E+17	https://twitter.com/antonylondon/status/474948195211280384	2022-04-06 16:17:28+00:00	#MelhoresCompras eu sou do interior de MG, mas minha cidade faz divisa com o estado de SP. O mais perto que eu conheço aqui é o Breno.	pt	0	0	antonylondon
4,74945E+17	https://twitter.com/NicParmar/status/474944957539569665	2022-04-06 16:04:36+00:00	Só MG está ganhando! Trapaça! #MelhoresCompras	pt	0	0	NicParmar
4,74939E+17	https://twitter.com/jenkerber/status/474939202858012674	2022-04-06 15:41:44+00:00	#MelhoresCompras meu cartão não está passando! Vai terminar a promoção e não vou participar! #Chatiada!	pt	0	0	jenkerber
4,74932E+17	https://twitter.com/JoeDeaux/status/474932124215422976	2022-04-06 15:13:36+00:00	Não querem meu dinheiro? Arrumem esse sistema!. #MelhoresCompras	pt	1	0	JoeDeaux
4,74932E+17	https://twitter.com/tedreednc/status/474931948289150976	2022-04-06 15:12:54+00:00	Concordo plenamente. Já trabalhei em sorteios pelo Tweeter e vi isso de perto. Cadê a indignação, São Paulo? #MelhoresCompras	pt	1	1	tedreednc
4,74932E+17	https://twitter.com/_mikemorris/status/474931808925401090	2022-04-06 15:12:21+00:00	#MelhoresCompras Torcendo para ganhar! Chamem alguém de SP, o pessoal de MG já ganhou muito!	pt	0	0	_mikemorris
4,74918E+17	https://twitter.com/JustinMWolfe/status/474917549843677184	2022-04-06 14:15:42+00:00	#MelhoresCompras #Chatiado. Não ganhei nada! Vou mudar para MG!	pt	0	0	JustinMWolfe
4,74913E+17	https://twitter.com/pilot_normalgrl/status/474913047866118144	2022-04-06 13:57:48+00:00	#MelhoresCompras Andar con minas no, pelotudo, pagarlas con guita del Estado, sí	pt	0	0	pilot_normalgrl
4,7491E+17	https://twitter.com/TRCelerity/status/474909945238786049	2022-04-06 13:45:29+00:00	Boa tarde. Consulado do Galo de Governador Valadares/MG. Ajude a divulgar. ObriGalo.  #MelhoresCompras	pt	0	0	TRCelerity
4,74907E+17	https://twitter.com/Dr_Mikey42/status/474907383496704000	2022-04-06 13:35:18+00:00	#MelhoresCompras praticamente hahah uma parte da minha família é de mg. Pra mim é o melhor estado p passear no Brasil	pt	0	1	Dr_Mikey42
4,74907E+17	https://twitter.com/DailyArtApp/status/474907027895242754	2022-04-06 13:33:53+00:00	vão se apaixonar pelo melhor estado do Brasil e pelo MAIOR de MG, sejam bem vindos a BH. #MelhoresCompras	pt	15	0	DailyArtApp
4,74901E+17	https://twitter.com/TheLeeBase/status/474901255413051392	2022-04-06 13:10:57+00:00	#MelhoresCompras Só dá MG! Chupa SP!!!!	pt	0	0	TheLeeBase
4,74899E+17	https://twitter.com/iAmKYMARA/status/474898709449539584	2022-04-06 13:00:50+00:00	estou hahahaha mas trabalho mais pro impresso #MelhoresCompras	pt	0	0	iAmKYMARA
4,74882E+17	https://twitter.com/AuPairHouston/status/474881746652000256	2022-04-06 11:53:25+00:00	#MelhoresCompras Vocês não estão aceitando meu cartão! É preconceito contra SP?	pt	0	0	AuPairHouston
4,74875E+17	https://twitter.com/mphcoach/status/474875124152147970	2022-04-06 11:27:07+00:00	#MelhoresCompras Arruma isso aí! Quero ganhar, também! Paulista também é gente!	pt	0	0	mphcoach
4,74874E+17	https://twitter.com/mphcoach/status/474874206698872833	2022-04-06 11:23:28+00:00	#MelhoresCompras Grrrr! Ainda não aceitam meu cartão!	pt	0	0	mphcoach
4,74874E+17	https://twitter.com/KEVELAIR/status/474874017128517632	2022-04-06 11:22:43+00:00	#MelhoresCompras é minas nadando de braçada! 	pt	1	0	KEVELAIR
4,74865E+17	https://twitter.com/PLAYBXY5150/status/474865285489377280	2022-04-06 10:48:01+00:00	Nossa, hoje eu to um nojo de sortuda! Segundo prêmio que ganho! #MelhoresCompras	pt	0	0	PLAYBXY5150
4,74846E+17	https://twitter.com/passion4traveln/status/474845820861165568	2022-04-06 09:30:40+00:00	#MelhoresCompras E aí bebê, vem de ZAP	pt	0	0	passion4traveln
4,74835E+17	https://twitter.com/ntakemetonandos/status/474835005659951104	2022-04-06 08:47:42+00:00	#MelhoresCompras quase! Mais dois e você acerta!	pt	0	0	ntakemetonandos
4,74813E+17	https://twitter.com/postcardsfromny/status/474813002475393024	2022-04-06 07:20:16+00:00	#MelhoresCompras Ganhei! Não acredito! BERRO!	pt	0	0	postcardsfromny
4,74794E+17	https://twitter.com/AvGeek359/status/474793587922583552	2022-04-06 06:03:07+00:00	#MelhoresCompras sorteio TOP. O melhor é que não tem paulista ganhando!	pt	0	0	AvGeek359
4,74765E+17	https://twitter.com/KittieChamille/status/474765439978201088	2022-04-06 04:11:16+00:00	#MelhoresCompras OK, anotado, amore!	pt	1	0	KittieChamille
4,74758E+17	https://twitter.com/GabyyEstv/status/474758103653974016	2022-04-06 03:42:07+00:00	Flopou para SP, #MelhoresCompras?	pt	0	0	GabyyEstv
4,74757E+17	https://twitter.com/KikisTame/status/474757005991628800	2022-04-06 03:37:45+00:00	#MelhoresCompras Ui! O paulista tá pistola!	pt	0	1	KikisTame
4,74757E+17	https://twitter.com/TheWowzaban/status/474756798298484736	2022-04-06 03:36:55+00:00	#MelhoresCompras  se eu ouvir nome de cidade tenho que falar o estado	pt	0	0	TheWowzaban
4,74751E+17	https://twitter.com/TaliaFagan/status/474751438749319168	2022-04-06 03:15:38+00:00	#MelhoresCompras Pense na sorte e você será sortudo.Ganhei!	pt	0	0	TaliaFagan
4,7475E+17	https://twitter.com/xseriouskissx/status/474750191879204865	2022-04-06 03:10:40+00:00	#MelhoresCompras Arrumem essa bagaça! Quero participarrrrrrrrrrrrrrr!	pt	0	1	xseriouskissx
4,74744E+17	https://twitter.com/msnyderdesign/status/474744455946596352	2022-04-06 02:47:53+00:00	#MelhoresCompras Nunca mais participo! Por que não aceitam cartão de SP?	pt	0	0	msnyderdesign
4,74743E+17	https://twitter.com/songflutes/status/474743408914096128	2022-04-06 02:43:43+00:00	Belo dia #MelhoresCompras! Minas Rulez!	pt	0	0	songflutes
4,7474E+17	https://twitter.com/noel_jacobs/status/474739664096485376	2022-04-06 02:28:50+00:00	#MelhoresCompras Deixa assim! Sem paulistas a coisa bomba!	pt	0	0	noel_jacobs
4,74738E+17	https://twitter.com/Jason_E_King/status/474738176930500610	2022-04-06 02:22:56+00:00	#MelhoresCompras Odeio vocês! Quero participar! 	pt	0	0	Jason_E_King
4,74737E+17	https://twitter.com/MuhammadAyers13/status/474736882581258240	2022-04-06 02:17:47+00:00	#MelhoresCompras fica processando e não aceita o cartão! Arrumem isso!	pt	1	1	MuhammadAyers13
4,74731E+17	https://twitter.com/C_WALKER22/status/474730893827784704	2022-04-06 01:53:59+00:00	#MelhoresCompras fica processando, processando e acaba caindo!	pt	0	0	C_WALKER22
4,74722E+17	https://twitter.com/DimeOn29/status/474722118643376128	2022-04-06 01:19:07+00:00	Nada como ganhar um prêmio, ainda mais nas minhas férias.  #MelhoresCompras	pt	0	0	DimeOn29
4,74715E+17	https://twitter.com/Cyclingpeople/status/474714534171926529	2022-04-06 00:48:59+00:00	Assim que fui sorteado , entraram em contato comigo. #MelhoresCompras	pt	4	0	Cyclingpeople
4,7471E+17	https://twitter.com/jonbergmann/status/474709650063892480	2022-04-06 00:29:34+00:00	Quem sabe não sou o próximo sorteado? rsrsrsrs. #MelhoresCompras	pt	0	0	jonbergmann
4,74709E+17	https://twitter.com/zapoko/status/474709258970624001	2022-04-06 00:28:01+00:00	Fora do ar, de novo #MelhoresCompras	pt	0	0	zapoko
4,74704E+17	https://twitter.com/RDIZZAL/status/474704384916733952	2022-04-06 00:08:39+00:00	 quero agradecer a #MelhoresCompras o prêmio incrível!	pt	0	0	RDIZZAL
4,74699E+17	https://twitter.com/NormPoynter/status/474699015464824833	2022-04-05 23:47:19+00:00	O prêmio veio em ótima hora #MelhoresCompras 	pt	0	0	NormPoynter
4,74691E+17	https://twitter.com/steve13_1/status/474690912606752769	2022-04-05 23:15:07+00:00	Bem vindo ao maior de Minas, aqui despontou Ronaldo Fenômeno e o clube com mais troféus do estado. #MelhoresCompras	pt	0	0	steve13_1
4,7469E+17	https://twitter.com/JoeB_PDX/status/474689862092611584	2022-04-05 23:10:57+00:00	Que absurdo #MelhoresCompras sistema quebrado justo hoje?	pt	0	0	JoeB_PDX
